draft_id,semester,subject_id,subject_code,subject_name,module_code,marks,category,type,difficulty,question_text,question_paper_year,exam_session,paper_set,paper_code,paper_pattern,source,source_file,part,original_question_no,keywords,verified,mapping_confidence,year_confidence,notes,source_review_note
sem3_qp_0147,sem3,private_international_law,LDSE 0708,Private International Law,01,5,Short Note,short_note,easy,Importance of doctrine of lex fori.,2023/unconfirmed,Nov-2023 / older LLB 2017 pattern,Older Private International Law paper dump,,2017 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q15,lex fori,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,Mixed older paper source; exact exam session needs visual confirmation.
sem3_qp_0148,sem3,private_international_law,LDSE 0708,Private International Law,01,12,Long Question,analytical,easy,Define Private International Law and explain the significance of Private International Law.,unconfirmed,Older LLM paper dump,LL.M. older Private International Law paper,,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q16,"definition, significance",false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; confirm whether to keep for LLB Sem-3.
sem3_qp_0149,sem3,private_international_law,LDSE 0708,Private International Law,03,12,Long Question,analytical,easy,"Explain the concept of domicile, nationality and residence under Private International Law.",unconfirmed,Older LLM paper dump,LL.M. older Private International Law paper,,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q17,"domicile, nationality, residence",false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; confirm whether to keep for LLB Sem-3.
sem3_qp_0150,sem3,private_international_law,LDSE 0708,Private International Law,06,12,Long Question,analytical,easy,Discuss the traditional rule for recognition and enforcement of foreign judgments.,unconfirmed,Older LLM paper dump,LL.M. older Private International Law paper,,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q18,foreign judgments,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; confirm whether to keep for LLB Sem-3.
sem3_qp_0151,sem3,private_international_law,LDSE 0708,Private International Law,02,12,Long Question,analytical,easy,Write a detailed note on the doctrine of Renvoi with apt illustrations and suitable case laws.,unconfirmed,Older LLM paper dump,LL.M. older Private International Law paper,,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q19,renvoi,false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; confirm whether to keep for LLB Sem-3.
sem3_qp_0152,sem3,private_international_law,LDSE 0708,Private International Law,08,12,Long Question,analytical,easy,Discuss in detail the law of obligations with respect to contracts under Rome Convention.,unconfirmed,Older LLM paper dump,LL.M. older Private International Law paper,,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q20,"Rome Convention, contracts",false,medium,needs_review,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; confirm whether to keep for LLB Sem-3.
sem3_qp_0153,sem3,private_international_law,LDSE 0708,Private International Law,06,7,Long Question,short_note,easy,"Enforcement of awards under the Foreign Awards (Recognition and Enforcement) Act, 1961.",2023,Nov-2023,LL.M. Nov 2023 source paper,P-5720 / [6103]-312,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q21,foreign awards,false,medium,medium,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; retained only because subject overlap exists. Confirm whether to keep for LLB Sem-3.
sem3_qp_0154,sem3,private_international_law,LDSE 0708,Private International Law,02,7,Long Question,short_note,easy,Incidental questions.,2023,Nov-2023,LL.M. Nov 2023 source paper,P-5720 / [6103]-312,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q22,incidental questions,false,medium,medium,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; retained only because subject overlap exists. Confirm whether to keep for LLB Sem-3.
sem3_qp_0155,sem3,private_international_law,LDSE 0708,Private International Law,06,7,Long Question,short_note,easy,Enforcement of foreign judgment.,2023,Nov-2023,LL.M. Nov 2023 source paper,P-5720 / [6103]-312,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q23,foreign judgment,false,medium,medium,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; retained only because subject overlap exists. Confirm whether to keep for LLB Sem-3.
sem3_qp_0156,sem3,private_international_law,LDSE 0708,Private International Law,08,7,Long Question,short_note,easy,Contracts under Rome Convention.,2023,Nov-2023,LL.M. Nov 2023 source paper,P-5720 / [6103]-312,2014 Pattern,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,Private International Law | 709_Private_International_Law_Q.P..pdf / Private International Law | 303_Private_International_Law.pdf,A/B/C,Q24,Rome Convention,false,medium,medium,303 source appears to be LLM/2014 pattern in some pages; keep for review,LL.M. paper source; retained only because subject overlap exists. Confirm whether to keep for LLB Sem-3.
